isbn,authors,original_publication_year,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,to_read_count,author_nationality,age_group,main_genre,sale price,avg_sale_price,score_rating,score_recency,score_pricing,score_final
1558743669,Dave Pelzer,1995,"A Child Called ""It"" (Dave Pelzer #1)",eng,4.08,311543,321298,13729,0.0,American,Children,horror,2.99,8.556666666666667,0.8464730290456431,0.8952380952380953,1.0,0.9071606401896859
609810111,Caroline Myss,2001,Sacred Contracts: Awakening Your Divine Potential,eng,3.97,12218,12481,191,0.0,American,Children,non-fiction,4.603953488372093,8.556666666666667,0.8236514522821576,0.9238095238095239,1.0,0.9066034380557202
684856093,Sean Covey,1997,The 7 Habits of Highly Effective Teens: The Ultimate Teenage Success Guide,eng,4.01,19240,21057,1508,0.0,American,Children,non-fiction,4.603953488372093,8.556666666666667,0.8319502074688796,0.9047619047619048,1.0,0.9042086544161232
553588729,Harvey Karp,2002,The Happiest Baby on the Block: The New Way to Calm Crying and Help Your Newborn Baby Sleep Longer,eng,3.92,13035,16427,2342,0.0,American,Children,non-fiction,4.603953488372093,8.556666666666667,0.8132780082987551,0.9285714285714286,1.0,0.9038826318909305
1580628362,Jodee Blanco,2003,Please Stop Laughing at Me... One Woman's Inspirational Story,eng,3.84,9178,10414,1051,0.0,American,Children,non-fiction,4.603953488372093,8.556666666666667,0.7966804979253111,0.9333333333333333,1.0,0.8986721991701245
439858038,John Marsden,1997,"Burning For Revenge (Tomorrow, #5)",eng,4.18,11616,12913,275,0.0,British,Children,thriller,5.154090909090909,7.99,0.867219917012448,0.9047619047619048,0.9337748344370861,0.8984489885646765
380811960,"Adele Faber, Elaine Mazlish, Kimberly Ann Coe",1979,How to Talk So Kids Will Listen & Listen So Kids Will Talk,eng,4.24,10931,13966,1547,0.0,American,Children,non-fiction,4.603953488372093,8.556666666666667,0.8796680497925311,0.819047619047619,1.0,0.8975815056312981
439858046,John Marsden,1998,"The Night Is for Hunting (Tomorrow, #6)",eng,4.15,10908,12132,256,0.0,British,Children,romance,4.39981981981982,7.99,0.8609958506224067,0.9095238095238095,0.9337748344370861,0.8973879334372314
452281903,Dave Pelzer,1999,A Man Named Dave (Dave Pelzer #3),eng,3.87,23605,25649,999,0.0,American,Children,non-fiction,4.603953488372093,8.556666666666667,0.8029045643153526,0.9142857142857143,1.0,0.8954475400118553
312342020,Augusten Burroughs,2008,A Wolf at the Table,eng,3.7,22175,23524,1876,0.0,American,Children,non-fiction,4.603953488372093,8.556666666666667,0.7676348547717842,0.9571428571428572,1.0,0.8941967990515709
1558749209,"Jack Canfield, Mark Victor Hansen",1993,Chicken Soup for the Soul,eng,3.94,28664,30141,632,0.0,American,Children,non-fiction,4.603953488372093,8.556666666666667,0.8174273858921162,0.8857142857142857,1.0,0.8926852400711323
159448841X,"Anne Lamott, Sam Lamott",2012,Some Assembly Required: A Journal of My Son's First Son,eng,3.61,10547,10870,905,0.0,American,Children,romance,4.39981981981982,8.556666666666667,0.7489626556016596,0.9761904761904762,1.0,0.8924422050978067
043985802X,John Marsden,1996,"Darkness, Be My Friend (Tomorrow, #4)",eng,4.11,12447,13894,330,0.0,British,Children,thriller,5.154090909090909,7.99,0.8526970954356846,0.9,0.9337748344370861,0.8912112885053998
1594202842,Amy Chua,2011,Battle Hymn of the Tiger Mother,eng,3.61,34710,38736,6270,0.0,American,Children,non-fiction,4.603953488372093,8.556666666666667,0.7489626556016596,0.9714285714285714,1.0,0.8910136336692354
439324599,Patricia McCormick,2000,Cut,eng,3.76,48239,49106,2498,0.0,American,Children,non-fiction,4.603953488372093,8.556666666666667,0.7800829875518671,0.919047619047619,1.0,0.8877474807350325
031610969X,Julie Powell,2005,"Julie and Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen: How One Girl Risked Her Marriage, Her Job, and Her Sanity to Master the Art of Living",eng,3.67,121373,129563,7434,0.0,American,Children,non-fiction,4.603953488372093,8.556666666666667,0.7614107883817427,0.9428571428571428,1.0,0.8874214582098401
679766758,Sapphire,1996,Push,eng,3.82,36207,41582,5572,0.0,Polish,Children,non-fiction,4.603953488372093,8.556666666666667,0.7925311203319502,0.9,1.0,0.8870124481327801
375758232,Adam Gopnik,2000,Paris to the Moon,eng,3.75,11065,11607,959,44.0,American,Children,non-fiction,4.603953488372093,8.556666666666667,0.7780082987551866,0.919047619047619,1.0,0.8869176052163603
3822837032,"Bruno Ernst, M.C. Escher, John E. Brigham",1976,The Magic Mirror of M.C. Escher,eng,4.15,11103,11205,27,0.0,Dutch,Children,non-fiction,4.603953488372093,8.556666666666667,0.8609958506224067,0.8047619047619048,1.0,0.8858269116775341
465016901,"Alice  Miller, Ruth Ward",1979,The Drama of the Gifted Child: The Search for the True Self,eng,4.09,9563,10830,537,32.0,American,Children,non-fiction,4.603953488372093,8.556666666666667,0.8485477178423235,0.819047619047619,1.0,0.8851333728512152
1405204265,"Benjamin Hoff, Ernest H. Shepard",1982,The Tao of Pooh,eng,4.01,69975,77697,3027,0.0,American,Children,non-fiction,9.59,8.556666666666667,0.8319502074688796,0.8333333333333334,1.0,0.8827800829875518
449004023,Marc Weissbluth,1987,"Healthy Sleep Habits, Happy Child",eng,3.9,7742,8776,1586,0.0,American,Children,non-fiction,4.603953488372093,8.556666666666667,0.8091286307053941,0.8571428571428571,1.0,0.8807943094250148
1405204273,Benjamin Hoff,1992,The Te of Piglet,eng,3.81,13325,15039,547,0.0,American,Children,non-fiction,4.603953488372093,8.556666666666667,0.7904564315352697,0.8809523809523809,1.0,0.8804682868998222
761129588,"Heidi Murkoff, Sharon Mazel, Heidi Murkoff, Arlene Eisenberg, Sandee Hathaway, Mark D. Widome",1989,What to Expect the First Year (What to Expect),eng,3.86,10807,13247,784,495.0,American,Children,non-fiction,4.603953488372093,8.556666666666667,0.8008298755186721,0.8666666666666667,1.0,0.8803319502074689
375413405,"Julia Child, Simone Beck, Louisette Bertholle",1961,Mastering the Art of French Cooking,eng,4.33,34055,35315,434,0.0,American,Children,non-fiction,4.603953488372093,8.556666666666667,0.8983402489626555,0.7333333333333333,1.0,0.8793360995850623
765349655,Douglas Preston,2005,Tyrannosaur Canyon (Wyman Ford #1),eng,3.78,13452,14590,588,0.0,American,Children,thriller,5.154090909090909,7.99,0.7842323651452281,0.9428571428571428,0.9337748344370861,0.87668253924636
670446149,Ludwig Bemelmans,1956,Madeline and the Bad Hat,eng,4.27,16180,16295,118,0.0,American,Children,classics,4.591428571428572,8.556666666666667,0.8858921161825725,0.7095238095238096,1.0,0.8672139893301718
765326361,Brandon Sanderson,2014,"Words of Radiance (The Stormlight Archive, #2)",eng,4.77,73572,108176,7261,0.0,American,Adult,fantasy,4.67467741935484,4.827571428571429,0.9896265560165973,0.9857142857142858,0.5641883243363571,0.8608214054218317
385689225,Trevor Noah,2016,Born a Crime: Stories From a South African Childhood,eng,4.49,42573,53429,7736,0.0,American,Adult,historical,4.194918032786885,5.271463414634146,0.9315352697095436,0.9952380952380953,0.6160650659876291,0.8560050562515347
740748475,Bill Watterson,2005,The Complete Calvin and Hobbes,eng,4.82,28900,29968,861,0.0,American,Children,fantasy,4.67467741935484,4.927173913043478,1.0,0.9428571428571428,0.5758286614386612,0.8556057412887412
553447432,Matthew Desmond,2016,Evicted: Poverty and Profit in the American City,eng,4.48,15165,17326,3019,0.0,American,Adult,historical,4.194918032786885,5.271463414634146,0.9294605809128631,0.9952380952380953,0.6160650659876291,0.8551751807328625
1455539740,"Lin-Manuel Miranda, Jeremy McCarter",2016,Hamilton: The Revolution,eng,4.47,24800,25565,3339,0.0,American,Adult,historical,4.194918032786885,5.271463414634146,0.9273858921161825,0.9952380952380953,0.6160650659876291,0.8543453052141903
812994523,Bryan Stevenson,2014,Just Mercy: A Story of Justice and Redemption,eng,4.58,27173,32008,5356,0.0,American,Adult,thriller,5.154090909090909,5.038157894736842,0.950207468879668,0.9857142857142858,0.5887991306665573,0.8524370124661201
1101947136,Yaa Gyasi,2016,Homegoing,eng,4.41,41524,49984,7846,0.0,American,Adult,historical,4.194918032786885,5.271463414634146,0.9149377593360996,0.9952380952380953,0.6160650659876291,0.8493660521021571
439682584,"J.K. Rowling, Mary GrandPré",2003,"Harry Potter Boxed Set, Books 1-5 (Harry Potter, #1-5)",eng,4.77,33220,33424,156,1498.0,British,Children,fantasy,4.67467741935484,4.927173913043478,0.9896265560165973,0.9333333333333333,0.5758286614386612,0.8485992208382374
575097361,Brandon Sanderson,2011,"The Way of Kings, Part 1 (The Stormlight Archive #1.1)",eng,4.67,9792,10117,453,0.0,American,Adult,fantasy,4.67467741935484,4.827571428571429,0.9688796680497924,0.9714285714285714,0.5641883243363571,0.8482369359493955
439827604,J.K. Rowling,2005,"Harry Potter Collection (Harry Potter, #1-6)",eng,4.73,24618,26274,882,1110.0,British,Children,fantasy,4.67467741935484,4.927173913043478,0.9813278008298756,0.9428571428571428,0.5758286614386612,0.8481368616206915
812993543,Ta-Nehisi Coates,2015,Between the World and Me,eng,4.4,74218,102946,13113,0.0,American,Adult,historical,2.99,5.271463414634146,0.9128630705394191,0.9904761904761905,0.6160650659876291,0.8471076051549136
425270696,Ilona Andrews,2016,"Magic Binds (Kate Daniels, #9)",eng,4.57,10983,14525,1656,0.0,American,Adult,fantasy,4.67467741935484,4.827571428571429,0.9481327800829875,0.9952380952380953,0.5641883243363571,0.8470810379055307
62498533,Angie Thomas,2017,The Hate U Give,eng,4.62,32610,38333,9038,0.0,American,Young Adult,romance,4.39981981981982,4.6415094339622645,0.95850622406639,1.0,0.5424436424576079,0.8461355823638383
670026190,Amor Towles,2016,A Gentleman in Moscow,eng,4.37,33394,46320,7226,0.0,American,Adult,historical,4.194918032786885,5.271463414634146,0.9066390041493776,0.9952380952380953,0.6160650659876291,0.8460465500274683
1250022134,Louise Penny,2016,"A Great Reckoning (Chief Inspector Armand Gamache, #12)",eng,4.46,13563,20529,2896,0.0,Canadian,Adult,thriller,5.154090909090909,5.038157894736842,0.925311203319502,0.9952380952380953,0.5887991306665573,0.8453356490991966
316406813,"Chris Colfer, Brandon Dorman",2014,"A Grimm Warning (The Land of Stories, #3)",eng,4.54,13695,15179,1232,0.0,American,Children,fantasy,4.67467741935484,4.927173913043478,0.941908713692946,0.9857142857142858,0.5758286614386612,0.8452263696230624
345529057,George R.R. Martin,2011,"A Song of Ice and Fire (A Song of Ice and Fire, #1-4)",eng,4.63,28654,39174,963,0.0,American,Adult,fantasy,4.67467741935484,4.827571428571429,0.9605809128630705,0.9714285714285714,0.5641883243363571,0.8449174338747067
785135820,"Christopher Yost, Pasqual Ferry, Orson Scott Card",2010,"Ender's Game, Volume 2: Command School",eng,4.6,11585,11653,50,0.0,American,Children,fantasy,4.67467741935484,4.927173913043478,0.9543568464730289,0.9666666666666667,0.5758286614386612,0.84449133702081
765326353,Brandon Sanderson,2010,"The Way of Kings (The Stormlight Archive, #1)",eng,4.64,144822,164477,10947,0.0,American,Adult,fantasy,4.67467741935484,4.827571428571429,0.962655601659751,0.9666666666666667,0.5641883243363571,0.8443187379648076
1423146727,Rick Riordan,2013,"The House of Hades (The Heroes of Olympus, #4)",eng,4.54,159774,175407,11843,0.0,American,Children,fantasy,4.67467741935484,4.927173913043478,0.941908713692946,0.9809523809523809,0.5758286614386612,0.8437977981944911
1250029880,Sherrilyn Kenyon,2013,"Styxx (Dark-Hunter, #22)",eng,4.58,14344,16857,2217,0.0,German,Adult,fantasy,4.67467741935484,4.827571428571429,0.950207468879668,0.9809523809523809,0.5641883243363571,0.8436251991384887
1607069318,"Brian K. Vaughan, Fiona Staples",2014,"Saga, Vol. 3 (Saga, #3)",eng,4.56,47549,49016,3506,0.0,American,Adult,fantasy,4.67467741935484,4.827571428571429,0.9460580912863069,0.9857142857142858,0.5641883243363571,0.8433940195297156
1607066920,"Brian K. Vaughan, Fiona Staples",2013,"Saga, Vol. 2 (Saga, #2)",eng,4.57,56122,58127,4594,0.0,American,Adult,fantasy,4.67467741935484,4.827571428571429,0.9481327800829875,0.9809523809523809,0.5641883243363571,0.8427953236198165
451464397,Jim Butcher,2014,"Skin Game (The Dresden Files, #15)",eng,4.55,41512,52034,3945,0.0,American,Adult,fantasy,4.67467741935484,4.827571428571429,0.9439834024896264,0.9857142857142858,0.5641883243363571,0.8425641440110434
743457587,William  Gibson,1956,The Miracle Worker,eng,4.21,28617,29330,312,0.0,American,Children,historical,4.194918032786885,7.99,0.8734439834024895,0.7095238095238096,0.9337748344370861,0.8423671865492646
553392921,Robin Hobb,2015,"Fool's Quest  (The Fitz and The Fool, #2)",eng,4.53,12374,17140,1252,0.0,American,Adult,fantasy,4.67467741935484,4.827571428571429,0.9398340248962656,0.9904761904761905,0.5641883243363571,0.8423329644022706
545010225,"J.K. Rowling, Mary GrandPré",2007,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",eng,4.61,1746574,1847395,51942,0.0,British,Children,fantasy,4.67467741935484,4.927173913043478,0.9564315352697096,0.9523809523809523,0.5758286614386612,0.841035498253768
1476738017,"Fredrik Backman, Henning Koch",2012,A Man Called Ove,eng,4.35,183777,243440,34386,0.0,Swedish,Adult,classics,4.591428571428572,5.323333333333333,0.9024896265560165,0.9761904761904762,0.6221269964939619,0.840491092427738
163215711X,"Brian K. Vaughan, Fiona Staples",2016,"Saga, Vol. 6 (Saga, #6)",eng,4.49,18433,18961,2085,0.0,American,Adult,fantasy,4.67467741935484,4.827571428571429,0.9315352697095436,0.9952380952380953,0.5641883243363571,0.8404420337561531
385523904,Barbara Demick,2009,Nothing to Envy: Ordinary Lives in North Korea,eng,4.42,37284,44099,5488,0.0,American,Adult,historical,4.194918032786885,5.271463414634146,0.91701244813278,0.9619047619047619,0.6160650659876291,0.8401959276208294
425256227,Ilona Andrews,2014,"Magic Breaks (Kate Daniels, #7)",eng,4.52,22583,27458,2303,0.0,American,Adult,fantasy,4.67467741935484,4.827571428571429,0.937759336099585,0.9857142857142858,0.5641883243363571,0.8400745174550268
1423113497,Rick Riordan,2008,"Percy Jackson and the Olympians (Percy Jackson and the Olympians, #1-3)",eng,4.58,32496,33031,509,0.0,American,Children,fantasy,4.67467741935484,4.927173913043478,0.950207468879668,0.9571428571428572,0.5758286614386612,0.8399744431263227
1400064163,Laura Hillenbrand,2010,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",eng,4.4,487775,528552,41572,0.0,American,Adult,historical,4.194918032786885,5.271463414634146,0.9128630705394191,0.9666666666666667,0.6160650659876291,0.8399647480120565
545422906,Kate Egan,2012,The Hunger Games: Official Illustrated Movie Companion,eng,4.51,119915,120075,384,0.0,Irish,Children,fantasy,4.67467741935484,4.927173913043478,0.9356846473029045,0.9761904761904762,0.5758286614386612,0.8398796002099029
316201545,"Chris Colfer, Brandon Dorman",2013,"The Enchantress Returns (The Land of Stories, #2)",eng,4.49,17845,19829,1676,0.0,American,Children,fantasy,4.67467741935484,4.927173913043478,0.9315352697095436,0.9809523809523809,0.5758286614386612,0.8396484206011301
1401210821,"Neil Gaiman, Mike Dringenberg, Chris Bachalo, Michael Zulli, Kelly Jones, Charles Vess, Colleen Doran, Malcolm Jones III, Steve Parkhouse, Daniel Vozzo, Lee Loughridge, Steve Oliff, Todd Klein, Dave McKean, Sam Kieth",2006,"The Absolute Sandman, Volume One",eng,4.65,13401,13726,476,0.0,American,Adult,fantasy,4.67467741935484,4.827571428571429,0.9647302904564315,0.9476190476190476,0.5641883243363571,0.839434327769194
1595581030,Michelle Alexander,2010,The New Jim Crow: Mass Incarceration in the Age of Colorblindness,eng,4.49,23205,27002,3438,0.0,American,Adult,thriller,5.154090909090909,5.038157894736842,0.9315352697095436,0.9666666666666667,0.5887991306665573,0.8392538470837847
393065782,Lawrence Hill,2007,Someone Knows My Name,eng,4.44,22146,55294,5303,0.0,American,Adult,historical,4.194918032786885,5.271463414634146,0.9211618257261411,0.9523809523809523,0.6160650659876291,0.8389985358010309
545044251,J.K. Rowling,1998,"Harry Potter Boxset (Harry Potter, #1-7)",eng,4.74,190050,204125,6508,0.0,British,Children,fantasy,4.67467741935484,4.927173913043478,0.983402489626556,0.9095238095238095,0.5758286614386612,0.8389667371393636
385344430,Diana Gabaldon,2014,"Written in My Own Heart's Blood (Outlander, #8)",eng,4.5,46663,62767,5617,0.0,American,Adult,fantasy,4.67467741935484,4.827571428571429,0.933609958506224,0.9857142857142858,0.5641883243363571,0.8384147664176824
1607065967,"Robert Kirkman, Charlie Adlard",2012,"The Walking Dead, Compendium 2",eng,4.53,13478,13516,769,0.0,American,Adult,fantasy,4.67467741935484,4.827571428571429,0.9398340248962656,0.9761904761904762,0.5641883243363571,0.8380472501165561
067002581X,Daniel James Brown,2013,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,eng,4.32,113565,139128,16287,0.0,American,Adult,historical,6.49,5.271463414634146,0.8962655601659751,0.9809523809523809,0.6160650659876291,0.8376114581483931
042527067X,Ilona Andrews,2015,"Magic Shifts (Kate Daniels, #8)",eng,4.47,16363,20829,1808,0.0,American,Adult,fantasy,4.67467741935484,4.827571428571429,0.9273858921161825,0.9904761904761905,0.5641883243363571,0.8373537112902374
312362153,Sherrilyn Kenyon,2008,Acheron (Dark-Hunter #14),eng,4.59,44623,47736,3240,0.0,German,Adult,fantasy,4.67467741935484,4.827571428571429,0.9522821576763485,0.9571428571428572,0.5641883243363571,0.8373122175143037
045147516X,J.R. Ward,2016,"The Beast (Black Dagger Brotherhood, #14)",eng,4.45,13243,17886,2362,0.0,American,Adult,fantasy,4.67467741935484,4.827571428571429,0.9232365145228215,0.9952380952380953,0.5641883243363571,0.8371225316814643
316225940,Michael Connelly,2016,"The Wrong Side of Goodbye (Harry Bosch, #21; Harry Bosch Universe, #26)",eng,4.36,13351,28922,2543,0.0,American,Adult,thriller,5.154090909090909,5.038157894736842,0.9045643153526971,0.9952380952380953,0.5887991306665573,0.8370368939124746
836221362,Bill Watterson,1996,It's a Magical World: A Calvin and Hobbes Collection,eng,4.75,22351,23429,264,0.0,American,Children,fantasy,4.67467741935484,4.927173913043478,0.9854771784232365,0.9,0.5758286614386612,0.836939469800893
312655479,Louise Penny,2013,"How the Light Gets In (Chief Inspector Armand Gamache, #9)",eng,4.41,24325,28475,3475,0.0,Canadian,Adult,thriller,5.154090909090909,5.038157894736842,0.9149377593360996,0.9809523809523809,0.5887991306665573,0.8369005572201214
1401908977,"Immaculée Ilibagiza, Steve Erwin",2006,Left to Tell: Discovering God Amidst the Rwandan Holocaust,eng,4.43,30270,31952,4644,0.0,American,Adult,historical,4.194918032786885,5.271463414634146,0.9190871369294604,0.9476190476190476,0.6160650659876291,0.8367400888537873
147675571X,Bill Browder,2014,"Red Notice: A True Story of High Finance, Murder, and One Man’s Fight for Justice",eng,4.39,8729,12693,1398,0.0,American,Adult,thriller,5.154090909090909,5.038157894736842,0.9107883817427385,0.9857142857142858,0.5887991306665573,0.8366693776113483
1423140605,Rick Riordan,2012,"The Mark of Athena (The Heroes of Olympus, #3)",eng,4.47,277491,293586,13332,0.0,American,Children,fantasy,4.67467741935484,4.927173913043478,0.9273858921161825,0.9761904761904762,0.5758286614386612,0.8365600981352141
451464400,Jim Butcher,2012,"Cold Days (The Dresden Files, #14)",eng,4.51,57779,66009,4146,0.0,American,Adult,fantasy,4.67467741935484,4.827571428571429,0.9356846473029045,0.9761904761904762,0.5641883243363571,0.8363874990792117
345544951,Jodi Picoult,2016,Small Great Things,eng,4.35,73745,97404,11839,0.0,American,Adult,thriller,5.154090909090909,5.038157894736842,0.9024896265560165,0.9952380952380953,0.5887991306665573,0.8362070183938024
425252868,"Adam Makos, Larry Alexander",2012,A Higher Call: An Incredible True Story of Combat and Chivalry in the War-Torn Skies of World War II,eng,4.32,8975,10951,1309,0.0,American,Adult,historical,4.194918032786885,5.271463414634146,0.8962655601659751,0.9761904761904762,0.6160650659876291,0.8361828867198217
1937007588,Ilona Andrews,2013,"Magic Rises (Kate Daniels, #6)",eng,4.49,29556,33573,2621,0.0,American,Adult,fantasy,4.67467741935484,4.827571428571429,0.9315352697095436,0.9809523809523809,0.5641883243363571,0.8361563194704389
1250014409,Darynda Jones,2013,"Fifth Grave Past the Light (Charley Davidson, #5)",eng,4.49,21286,24287,2410,0.0,American,Adult,fantasy,4.67467741935484,4.827571428571429,0.9315352697095436,0.9809523809523809,0.5641883243363571,0.8361563194704389
836213122,Bill Watterson,1996,There's Treasure Everywhere: A Calvin and Hobbes Collection,eng,4.74,16766,17285,149,0.0,American,Children,fantasy,4.67467741935484,4.927173913043478,0.983402489626556,0.9,0.5758286614386612,0.8361095942822208
